"Export for HP:0000118"
"Gene","Associated diseases"
"NOD2 (64127)","SYNOVITIS, GRANULOMATOUS, WITH UVEITIS A... (OMIM:186580), SARCOIDOSIS, EARLY-ONSET (OMIM:609464)"
"SLC52A3 (113278)","BROWN-VIALETTO-VAN LAERE SYNDROME 1 (OMIM:211530), BULBAR PALSY, PROGRESSIVE, OF CHILDHOOD (OMIM:211500)"
"SLC35D1 (23169)","SCHNECKENBECKEN DYSPLASIA (OMIM:269250)"
"ELOVL4 (6785)","STARGARDT DISEASE 3 (OMIM:600110), ICHTHYOSIS, SPASTIC QUADRIPLEGIA, AND ME... (OMIM:614457), SPINOCEREBELLAR ATAXIA 34 (OMIM:133190)"
"STIM1 (6786)","STORMORKEN SYNDROME (OMIM:185070), IMMUNODEFICIENCY 10 (OMIM:612783), MYOPATHY, TUBULAR AGGREGATE, 1 (OMIM:160565)"
"GPD1L (23171)","BRUGADA SYNDROME 2 (OMIM:611777)"
"XYLT1 (64131)","DESBUQUOIS DYSPLASIA 2 (OMIM:615777)"
"XYLT2 (64132)","SPONDYLOOCULAR SYNDROME (OMIM:605822)"
"STK4 (6789)","T-CELL IMMUNODEFICIENCY, RECURRENT INFEC... (OMIM:614868)"
"LPIN1 (23175)","RHABDOMYOLYSIS, ACUTE RECURRENT (OMIM:268200)"
"IFIH1 (64135)","AICARDI-GOUTIERES SYNDROME 7 (OMIM:615846), SINGLETON-MERTEN SYNDROME 1 (OMIM:182250)"
"CDKL5 (6792)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:300672)"
"CDAN1 (146059)","ANEMIA, CONGENITAL DYSERYTHROPOIETIC, TY... (OMIM:224120)"
"STK11 (6794)","TESTICULAR TUMORSTESTICULAR GERM CELL TU... (OMIM:273300), PEUTZ-JEGHERS SYNDROME (OMIM:175200), PANCREATIC CANCER (OMIM:260350)"
"TTBK2 (146057)","SPINOCEREBELLAR ATAXIA 11 (OMIM:604432)"
"AURKC (6795)","MALE INFERTILITY WITH LARGE-HEADED, MULT... (OMIM:243060)"
"NYS7 (101055624)","NYSTAGMUS 7, CONGENITAL, AUTOSOMAL DOMIN... (OMIM:614826)"
"DIP (100188011)","INTERSTITIAL PNEUMONITIS, DESQUAMATIVE, ... (OMIM:263000)"
"KANK1 (23189)","CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 2 (OMIM:612900)"
"STXBP1 (6812)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:612164)"
"STXBP2 (6813)","HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMI... (OMIM:613101)"
"NDUFA12 (55967)","LEIGH SYNDROME (OMIM:256000)"
"ARL6IP1 (23204)","SPASTIC PARAPLEGIA 61, AUTOSOMAL RECESSI... (OMIM:615685)"
"SUOX (6821)","SULFOCYSTEINURIA (OMIM:272300)"
"KLHL7 (55975)","RETINITIS PIGMENTOSA 42 (OMIM:612943)"
"SCAX3 (727715)","SPINOCEREBELLAR ATAXIA, X-LINKED 3 (OMIM:301790)"
"FGD4 (121512)","CHARCOT-MARIE-TOOTH DISEASE, TYPE 4H (OMIM:609311)"
"MLC1 (23209)","MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH... (OMIM:604004)"
"SCAX2 (727714)","SPINOCEREBELLAR ATAXIA, X-LINKED 2 (OMIM:302600)"
"CARD9 (64170)","CANDIDIASIS, FAMILIAL, 2 (OMIM:212050)"
"P3H1 (64175)","OSTEOGENESIS IMPERFECTA, TYPE VIII (OMIM:610915)"
"SCAX4 (727716)","SPINOCEREBELLAR ATAXIA, X-LINKED 4 (OMIM:301840)"
"ABCC8 (6833)","HYPOGLYCEMIA, LEUCINE-INDUCED (OMIM:240800), DIABETES MELLITUS, PERMANENT NEONATAL (OMIM:606176), HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL,... (OMIM:256450), DIABETES MELLITUS, NONINSULIN-DEPENDENT (OMIM:125853), DIABETES MELLITUS, TRANSIENT NEONATAL, 2 (OMIM:610374)"
"SURF1 (6834)","LEIGH SYNDROME (OMIM:256000)"
"NBEAL2 (23218)","GRAY PLATELET SYNDROME (OMIM:139090)"
"SUMF1 (285362)","MULTIPLE SULFATASE DEFICIENCY (OMIM:272200)"
"SYNE2 (23224)","EMERY-DREIFUSS MUSCULAR DYSTROPHY 5, AUT... (OMIM:612999)"
"VAMP1 (6843)","SPASTIC ATAXIA 1, AUTOSOMAL DOMINANT (OMIM:108600)"
"CFC1 (55997)","CONOTRUNCAL HEART MALFORMATIONS (OMIM:217095), TRANSPOSITION OF THE GREAT ARTERIES, DEX... (OMIM:613853), HETEROTAXY, VISCERAL, 2, AUTOSOMAL (OMIM:605376)"
"ARHGEF9 (23229)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:300607)"
"VPS13A (23230)","CHOREOACANTHOCYTOSIS (OMIM:200150)"
"ADAMTS17 (170691)","WEILL-MARCHESANI-LIKE SYNDROME (OMIM:613195)"
"PLCB1 (23236)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:613722)"
"SYN1 (6853)","EPILEPSY, X-LINKED, WITH VARIABLE LEARNI... (OMIM:300491)"
"ADAMTS18 (170692)","MICROCORNEA, MYOPIC CHORIORETINAL ATROPH... (OMIM:615458)"
"HYLS1 (219844)","HYDROLETHALUS SYNDROME 1 (OMIM:236680)"
"SYP (6855)","MENTAL RETARDATION, X-LINKED 96 (OMIM:300802)"
"T (6862)","SACRAL AGENESIS WITH VERTEBRAL ANOMALIES (OMIM:615709)"
"TRPV3 (162514)","PALMOPLANTAR KERATODERMA, NONEPIDERMOLYT... (OMIM:616400), PALMOPLANTAR KERATODERMA, MUTILATING, WI... (OMIM:614594)"
"TAC3 (6866)","HYPOGONADOTROPIC HYPOGONADISM 10 WITH OR... (OMIM:614839)"
"ADAM17 (6868)","INFLAMMATORY SKIN AND BOWEL DISEASE, NEO... (OMIM:614328)"
"TACR3 (6870)","HYPOGONADOTROPIC HYPOGONADISM 11 WITH OR... (OMIM:614840)"
"TAF1 (6872)","DYSTONIA 3, TORSION, X-LINKED (OMIM:314250)"
"TAF2 (6873)","MENTAL RETARDATION, AUTOSOMAL RECESSIVE ... (OMIM:615599)"
"SEMA4A (64218)","CONE-ROD DYSTROPHY 10 (OMIM:610283), RETINITIS PIGMENTOSA 35 (OMIM:610282)"
"DDHD2 (23259)","SPASTIC PARAPLEGIA 54, AUTOSOMAL RECESSI... (OMIM:615033)"
"TAF4B (6875)","SPERMATOGENIC FAILURE 13 (OMIM:615841)"
"STRA6 (64220)","MICROPHTHALMIA, SYNDROMIC 9 (OMIM:601186)"
"CAMTA1 (23261)","CEREBELLAR ATAXIA, NONPROGRESSIVE, WITH ... (OMIM:614756)"
"ROBO3 (64221)","GAZE PALSY, FAMILIAL HORIZONTAL, WITH PR... (OMIM:607313)"
"TAL1 (6886)","T-CELL ACUTE LYMPHOCYTIC LEUKEMIA 1 (OMIM:187040)"
"TALDO1 (6888)","TRANSALDOLASE DEFICIENCY (OMIM:606003)"
"TAP1 (6890)","BARE LYMPHOCYTE SYNDROME, TYPE I (OMIM:604571)"
"TAP2 (6891)","BARE LYMPHOCYTE SYNDROME, TYPE I (OMIM:604571)"
"TAPBP (6892)","BARE LYMPHOCYTE SYNDROME, TYPE I (OMIM:604571)"
"TAPVR1 (6893)","TOTAL ANOMALOUS PULMONARY VENOUS RETURN ... (OMIM:106700)"
"ABCG5 (64240)","SITOSTEROLEMIA (OMIM:210250)"
"ABCG8 (64241)","SITOSTEROLEMIA (OMIM:210250), GALLBLADDER DISEASE 4 (OMIM:611465)"
"TAT (6898)","TYROSINE TRANSAMINASE DEFICIENCY (OMIM:276600)"
"TBX1 (6899)","TETRALOGY OF FALLOT (OMIM:187500), CONOTRUNCAL HEART MALFORMATIONS (OMIM:217095), VELOCARDIOFACIAL SYNDROME (OMIM:192430), DIGEORGE SYNDROME (OMIM:188400)"
"ALG1 (56052)","CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:608540)"
"CNTN2 (6900)","EPILEPSY, FAMILIAL ADULT MYOCLONIC, 5 (OMIM:615400)"
"TAZ (6901)","BARTH SYNDROME (OMIM:302060)"
"SLC38A8 (146167)","FOVEAL HYPOPLASIA 2 (OMIM:609218)"
"TBCE (6905)","KENNY-CAFFEY SYNDROME, TYPE 1 (OMIM:244460), HYPOPARATHYROIDISM-RETARDATION-DYSMORPHI... (OMIM:241410)"
"SERPINA7 (6906)","THYROXINE-BINDING GLOBULIN OF SERUM (OMIM:314200)"
"ALL1 (100310785)","LEUKEMIA, ACUTE LYMPHOBLASTIC (OMIM:613065)"
"TBP (6908)","SPINOCEREBELLAR ATAXIA 17 (OMIM:607136)"
"TBX5 (6910)","HOLT-ORAM SYNDROME (OMIM:142900)"
"TBX6 (6911)","SPONDYLOCOSTAL DYSOSTOSIS 5, AUTOSOMAL D... (OMIM:122600)"
"TBX15 (6913)","COUSIN SYNDROME (OMIM:260660)"
"BICD2 (23299)","SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY... (OMIM:615290)"
"CYP4V2 (285440)","BIETTI CRYSTALLINE CORNEORETINAL DYSTROP... (OMIM:210370)"
"TBXAS1 (6916)","GHOSAL HEMATODIAPHYSEAL DYSPLASIA (OMIM:231095), BLEEDING DISORDER, PLATELET-TYPE, 14 (OMIM:614158)"
"OTOA (146183)","DEAFNESS, AUTOSOMAL RECESSIVE 22 (OMIM:607039)"
"TCF4 (6925)","PITT-HOPKINS SYNDROME (OMIM:610954)"
"TBX3 (6926)","ULNAR-MAMMARY SYNDROME (OMIM:181450)"
"HNF1A (6927)","RENAL CELL CARCINOMA, NONPAPILLARY (OMIM:144700), DIABETES MELLITUS, INSULIN-DEPENDENT, 20 (OMIM:612520), MATURITY-ONSET DIABETES OF THE YOUNG, TY... (OMIM:600496), HEPATIC ADENOMAS, FAMILIAL (OMIM:142330)"
"HNF1B (6928)","RENAL CELL CARCINOMA, NONPAPILLARY (OMIM:144700), RENAL CYSTS AND DIABETES SYNDROME (OMIM:137920), DIABETES MELLITUS, NONINSULIN-DEPENDENT (OMIM:125853)"
"MRX88 (105463129)","MENTAL RETARDATION, X-LINKED 88 (OMIM:300852)"
"DMXL2 (23312)","POLYENDOCRINE-POLYNEUROPATHY SYNDROME (OMIM:616113)"
"MRXSBWB (105463128)","BROOKS-WISNIEWSKI-BROWN SYNDROME (OMIM:300612)"
"SATB2 (23314)","GLASS SYNDROME (OMIM:612313)"
"DNAJC13 (23317)","PARKINSON DISEASE 21 (OMIM:616361)"
"ZEB1 (6935)","CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 6 (OMIM:613270), CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOU... (OMIM:609141)"
"TRIM2 (23321)","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:615490)"
"RPGRIP1L (23322)","MECKEL SYNDROME, TYPE 5 (OMIM:611561), JOUBERT SYNDROME 7 (OMIM:611560), COACH SYNDROME (OMIM:216360)"
"TCF12 (6938)","CRANIOSYNOSTOSIS 3 (OMIM:615314)"
"KIAA1033 (23325)","MENTAL RETARDATION, AUTOSOMAL RECESSIVE ... (OMIM:615817)"
"PFHB2 (105463127)","PROGRESSIVE FAMILIAL HEART BLOCK, TYPE I... (OMIM:140400)"
"EOE2 (100499167)","ESOPHAGITIS, EOSINOPHILIC, 2 (OMIM:613412)"
"TCL4 (6946)","T-CELL LEUKEMIA/LYMPHOMA 4 (OMIM:186860)"
"TCN2 (6948)","TRANSCOBALAMIN II DEFICIENCY (OMIM:275350)"
"TCOF1 (6949)","TREACHER COLLINS SYNDROME 1 (OMIM:154500)"
"SZT2 (23334)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:615476)"
"SYNE1 (23345)","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESS... (OMIM:610743), EMERY-DREIFUSS MUSCULAR DYSTROPHY 4, AUT... (OMIM:612998)"
"BEAN1 (146227)","SPINOCEREBELLAR ATAXIA 31 (OMIM:117210)"
"SMCHD1 (23347)","FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY 2 (OMIM:158901)"
"DOK7 (285489)","MYASTHENIA, LIMB-GIRDLE, FAMILIAL (OMIM:254300), FETAL AKINESIA DEFORMATION SEQUENCE (OMIM:208150)"
"BHLHA9 (727857)","SYNDACTYLY, MESOAXIAL SYNOSTOTIC, WITH P... (OMIM:609432)"
"SLC26A5 (375611)","DEAFNESS, AUTOSOMAL RECESSIVE 61 (OMIM:613865)"
"HGSNAT (138050)","MUCOPOLYSACCHARIDOSIS TYPE IIIC (OMIM:252930)"
"SOX17 (64321)","VESICOURETERAL REFLUX 3 (OMIM:613674)"
"SLC19A3 (80704)","THIAMINE METABOLISM DYSFUNCTION SYNDROME... (OMIM:607483)"
"OBSL1 (23363)","THREE M SYNDROME 2 (OMIM:612921)"
"NSD1 (64324)","LEUKEMIA, ACUTE MYELOID (OMIM:601626), BECKWITH-WIEDEMANN SYNDROME (OMIM:130650), SOTOS SYNDROME 1 (OMIM:117550)"
"LMBR1 (64327)","LAURIN-SANDROW SYNDROME (OMIM:135750), TIBIA, ABSENCE OF, WITH POLYDACTYLY (OMIM:188740), ACHEIROPODY ACHEIROPODIA ACHEIROPODY, BR... (OMIM:200500), POLYDACTYLY, PREAXIAL II (OMIM:174500), SYNDACTYLY, TYPE IV (OMIM:186200)"
"HBD (100187828)","HYPOPHOSPHATEMIC BONE DISEASE (OMIM:146350)"
"XECD (100302510)","CORNEAL DYSTROPHY, ENDOTHELIAL, X-LINKED (OMIM:300779)"
"TDGF1 (6997)","TERATOCARCINOMA-DERIVED GROWTH FACTOR 1 (OMIM:187395)"
"EOE1 (100302511)","ESOPHAGITIS, EOSINOPHILIC, 1 (OMIM:610247)"
"LECD (100302509)","CORNEAL DYSTROPHY, LISCH EPITHELIAL (OMIM:300778)"
"SPECC1L (23384)","FACIAL CLEFTING, OBLIQUE, 1 (OMIM:600251), OPITZ GBBB SYNDROME, TYPE II (OMIM:145410)"
"BBS5 (129880)","BARDET-BIEDL SYNDROME 5 (OMIM:615983)"
"NCSTN (23385)","ACNE INVERSA, FAMILIAL (OMIM:142690)"
"TEAD1 (7003)","SVEINSSON CHORIORETINAL ATROPHY (OMIM:108985)"
"MED13L (23389)","TRANSPOSITION OF THE GREAT ARTERIES, DEX... (OMIM:608808)"
"TEX11 (56159)","SPERMATOGENIC FAILURE, X-LINKED, 2 (OMIM:309120)"
"TECTA (7007)","DEAFNESS, AUTOSOMAL RECESSIVE 21 (OMIM:603629), DEAFNESS, AUTOSOMAL DOMINANT NONSYNDROMI... (OMIM:601543)"
"ADNP (23394)","HELSMOORTEL-VAN DER AA SYNDROME (OMIM:615873)"
"TEK (7010)","VENOUS MALFORMATIONS, MULTIPLE CUTANEOUS... (OMIM:600195)"
"LARS2 (23395)","PERRAULT SYNDROME 4 (OMIM:615300)"
"PIP5K1C (23396)","LETHAL CONGENITAL CONTRACTURE SYNDROME 3 (OMIM:611369)"
"TERC (7012)","DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINA... (OMIM:127550)"
"TERT (7015)","PULMONARY FIBROSIS AND/OR BONE MARROW FA... (OMIM:614742)"
"ATP13A2 (23400)","KUFOR-RAKEB SYNDROME (OMIM:606693)"
"TF (7018)","ATRANSFERRINEMIA (OMIM:209300)"
"TSEN2 (80746)","PONTOCEREBELLAR HYPOPLASIA, TYPE 2B (OMIM:612389)"
"TFAP2A (7020)","BRANCHIOOCULOFACIAL SYNDROME (OMIM:113620)"
"ANKH (56172)","CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL D... (OMIM:123000), CHONDROCALCINOSIS 2 (OMIM:118600)"
"DICER1 (23405)","PLEUROPULMONARY BLASTOMA (OMIM:601200), GOITER, MULTINODULAR 1 (OMIM:138800), RHABDOMYOSARCOMA, EMBRYONAL, 2 (OMIM:180295)"
"TFAP2B (7021)","CHAR SYNDROME (OMIM:169100)"
"NR2F1 (7025)","BOSCH-BOONSTRA-SCHAAF OPTIC ATROPHY SYND... (OMIM:615722)"
"NR2F2 (7026)","CONGENITAL HEART DEFECTS, MULTIPLE TYPES... (OMIM:615779)"
"TFE3 (7030)","RENAL CELL CARCINOMA, XP11-ASSOCIATED (OMIM:300854)"
"ZFPM2 (23414)","TETRALOGY OF FALLOT (OMIM:187500), DIAPHRAGMATIC HERNIA 3 (OMIM:610187), 46,XY SEX REVERSAL 9 (OMIM:616067)"
"SIL1 (64374)","MARINESCO-SJOGREN SYNDROME (OMIM:248800)"
"MLYCD (23417)","MALONYL-COA DECARBOXYLASE DEFICIENCY (OMIM:248360)"
"CHST8 (64377)","PEELING SKIN SYNDROME 3 (OMIM:616265)"
"CRB1 (23418)","LEBER CONGENITAL AMAUROSIS 8 (OMIM:613835), PIGMENTED PARAVENOUS CHORIORETINAL ATROP... (OMIM:172870), RETINITIS PIGMENTOSA 12 (OMIM:600105)"
"TFR2 (7036)","HEMOCHROMATOSIS, TYPE 3 (OMIM:604250)"
"TG (7038)","THYROID HORMONOGENESIS, GENETIC DEFECT I... (OMIM:274700)"
"TDRD7 (23424)","CATARACT, AUTOSOMAL RECESSIVE CONGENITAL... (OMIM:613887)"
"TGFB1 (7040)","CAMURATI-ENGELMANN DISEASE (OMIM:131300)"
"TGFB2 (7042)","LOEYS-DIETZ SYNDROME, TYPE 4 (OMIM:614816)"
"GRIP1 (23426)","FRASER SYNDROME (OMIM:219000)"
"TGFB3 (7043)","ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLAS... (OMIM:107970), LOEYS-DIETZ SYNDROME 5 (OMIM:615582)"
"TGFBI (7045)","CORNEAL DYSTROPHY, AVELLINO TYPE (OMIM:607541), CORNEAL DYSTROPHY OF BOWMAN LAYER, TYPE ... (OMIM:602082), CORNEAL DYSTROPHY, LATTICE TYPE I (OMIM:122200), CORNEAL DYSTROPHY OF BOWMAN LAYER, TYPE ... (OMIM:608470), CORNEAL DYSTROPHY, LATTICE TYPE IIIA (OMIM:608471), GROENOUW TYPE I CORNEAL DYSTROPHY (OMIM:121900), CORNEAL DYSTROPHY, EPITHELIAL BASEMENT M... (OMIM:121820)"
"TGFBR1 (7046)","LOEYS-DIETZ SYNDROME, TYPE 1A (OMIM:609192)"
"AP4E1 (23431)","SPASTIC PARAPLEGIA 51, AUTOSOMAL RECESSI... (OMIM:613744)"
"TGFBR2 (7048)","ESOPHAGEAL CANCERESOPHAGEAL SQUAMOUS CEL... (OMIM:133239), LOEYS-DIETZ SYNDROME 2 (OMIM:610168), COLORECTAL CANCER, HEREDITARY NONPOLYPOS... (OMIM:614331)"
"B9D2 (80776)","MECKEL SYNDROME, TYPE 10 (OMIM:614175)"
"TGIF1 (7050)","HOLOPROSENCEPHALY 4 (OMIM:142946)"
"LMOD3 (56203)","NEMALINE MYOPATHY 10 (OMIM:616165)"
"TARDBP (23435)","AMYOTROPHIC LATERAL SCLEROSIS 10, WITH O... (OMIM:612069)"
"TGM1 (7051)","ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESS... (OMIM:242300)"
"COL18A1 (80781)","KNOBLOCH SYNDROME, TYPE I (OMIM:267750)"
"HARS2 (23438)","PERRAULT SYNDROME 2 (OMIM:614926)"
"TH (7054)","SEGAWA SYNDROME, AUTOSOMAL RECESSIVE (OMIM:605407)"
"THAS (7055)","THORACOABDOMINAL SYNDROME (OMIM:313850)"
"THBD (7056)","THROMBOPHILIA DUE TO THROMBOMODULIN DEFE... (OMIM:614486)"
"SH3PXD2B (285590)","FRANK-TER HAAR SYNDROME (OMIM:249420)"
"SLC35A3 (23443)","ARTHROGRYPOSIS, MENTAL RETARDATION, AND ... (OMIM:615553)"
"THM (7063)","THYMOMA, FAMILIAL (OMIM:274230)"
"THPO (7066)","THROMBOCYTHEMIA, ESSENTIAL (OMIM:187950)"
"SF3B1 (23451)","MYELODYSPLASTIC SYNDROME (OMIM:614286)"
"THRA (7067)","HYPOTHYROIDISM, CONGENITAL, NONGOITROUS,... (OMIM:614450)"
"THRB (7068)","THYROID HORMONE RESISTANCE, GENERALIZED,... (OMIM:188570), THYROID HORMONE RESISTANCE, SELECTIVE PI... (OMIM:145650), THYROID HORMONE RESISTANCE, GENERALIZED,... (OMIM:274300)"
"ASDP (100187749)","ANAL SPHINCTER DYSPLASIA (OMIM:105563)"
"TIA1 (7072)","WELANDER DISTAL MYOPATHY (OMIM:604454)"
"DCLRE1C (64421)","SEVERE COMBINED IMMUNODEFICIENCY WITH SE... (OMIM:602450), OMENN SYNDROME (OMIM:603554)"
"TIMP3 (7078)","FUNDUS DYSTROPHY, PSEUDOINFLAMMATORY, OF... (OMIM:136900)"
"INF2 (64423)","FOCAL SEGMENTAL GLOMERULOSCLEROSIS 5 (OMIM:613237), CHARCOT-MARIE-TOOTH DISEASE, DOMINANT IN... (OMIM:614455)"
"NKX2-1 (7080)","NK2 HOMEOBOX 1 (OMIM:600635), CHOREA, BENIGN HEREDITARY (OMIM:118700), CHOREOATHETOSIS AND CONGENITAL HYPOTHYRO... (OMIM:610978)"
"LRTOMT (220074)","DEAFNESS, AUTOSOMAL RECESSIVE 63 (OMIM:611451)"
"TK2 (7084)","MITOCHONDRIAL DNA DEPLETION SYNDROME 2 (... (OMIM:609560)"
"TKCR (7085)","TORTICOLLIS, KELOIDS, CRYPTORCHIDISM, AN... (OMIM:314300)"
"ASXL3 (80816)","BAINBRIDGE-ROPERS SYNDROME (OMIM:615485)"
"ETHE1 (23474)","ENCEPHALOPATHY, ETHYLMALONIC (OMIM:602473)"
"TLL1 (7092)","ATRIAL SEPTAL DEFECT 6 (OMIM:613087)"
"DDHD1 (80821)","SPASTIC PARAPLEGIA 28, AUTOSOMAL RECESSI... (OMIM:609340)"
"MRAP (56246)","GLUCOCORTICOID DEFICIENCY 2 (OMIM:607398)"
"ISCU (23479)","MYOPATHY WITH EXERCISE INTOLERANCE, SWED... (OMIM:255125)"
"TGDS (23483)","CATEL-MANZKE SYNDROME (OMIM:616145)"
"TSPAN7 (7102)","MENTAL RETARDATION, X-LINKED 58 (OMIM:300210)"
"DNAI2 (64446)","CILIARY DYSKINESIA, PRIMARY, 9 (OMIM:612444)"
"ERCC6L2 (375748)","BONE MARROW FAILURE SYNDROME 2 (OMIM:615715)"
"LRRC8A (56262)","AGAMMAGLOBULINEMIA 5, AUTOSOMAL DOMINANT (OMIM:613506)"
"TNFRSF13B (23495)","IMMUNOGLOBULIN A DEFICIENCY 2 (OMIM:609529), IMMUNODEFICIENCY, COMMON VARIABLE, 2 (OMIM:240500)"
"TMPO (7112)","CARDIOMYOPATHY, DILATED, 1T (OMIM:613740)"
"CYP2U1 (113612)","SPASTIC PARAPLEGIA 56, AUTOSOMAL RECESSI... (OMIM:615030)"
"ZFYVE26 (23503)","SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSI... (OMIM:270700)"
"TNF (7124)","TUMOR NECROSIS FACTOR (OMIM:191160), MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIB... (OMIM:157300)"
"POFUT1 (23509)","DOWLING-DEGOS DISEASE 2 (OMIM:615327)"
"DFNB46 (449488)","DEAFNESS, NEUROSENSORY, AUTOSOMAL RECESS... (OMIM:609647)"
"TNFRSF1A (7132)","PERIODIC FEVER, FAMILIAL, AUTOSOMAL DOMI... (OMIM:142680)"
"TNNC1 (7134)","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 1... (OMIM:613243), CARDIOMYOPATHY, DILATED, 1Z (OMIM:611879)"
"TNNI2 (7136)","ARTHROGRYPOSIS, DISTAL, TYPE 2B (OMIM:601680)"
"TNNI3 (7137)","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 7 (OMIM:613690), CARDIOMYOPATHY, DILATED, 1FF (OMIM:613286), CARDIOMYOPATHY, DILATED, 2A (OMIM:611880), CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 1 (OMIM:115210)"
"KAT6B (23522)","BLEPHAROPHIMOSIS-INTELLECTUAL DISABILITY... (OMIM:603736), GENITOPATELLAR SYNDROME (OMIM:606170)"
"TNNT1 (7138)","NEMALINE MYOPATHY 5 (OMIM:605355)"
"TNNT2 (7139)","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 2 (OMIM:115195), CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 3 (OMIM:612422), CARDIOMYOPATHY, DILATED, 1D (OMIM:601494)"
"TNNT3 (7140)","ARTHROGRYPOSIS, DISTAL, TYPE 2B (OMIM:601680)"
"MMAB (326625)","METHYLMALONIC ACIDURIA, CBLB TYPE (OMIM:251110)"
"DKBI (80870)","DYSKERATOSIS, HEREDITARY BENIGN INTRAEPI... (OMIM:127600)"
"CLCF1 (23529)","COLD-INDUCED SWEATING SYNDROME 2 (OMIM:610313)"
"NNT (23530)","GLUCOCORTICOID DEFICIENCY 4 (OMIM:614736)"
"AGRN (375790)","MYASTHENIC SYNDROME, CONGENITAL, WITH PR... (OMIM:615120)"
"CFAP53 (220136)","HETEROTAXY, VISCERAL, 6, AUTOSOMAL (OMIM:614779)"
"TNXB (7148)","VESICOURETERAL REFLUX 8 (OMIM:615963), EHLERS-DANLOS-LIKE SYNDROME DUE TO TENAS... (OMIM:606408)"
"PIK3R5 (23533)","ATAXIA-OCULOMOTOR APRAXIA 3 (OMIM:615217)"
"TNPO3 (23534)","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1F (OMIM:608423)"
"TP53 (7157)","BREAST CANCER (OMIM:114480), ADRENOCORTICAL CARCINOMA, HEREDITARY (OMIM:202300), NASOPHARYNGEAL CARCINOMA (OMIM:607107), HEPATOCELLULAR CARCINOMA (OMIM:114550), COLORECTAL CANCER (OMIM:114500), OSTEOGENIC SARCOMA (OMIM:259500), PAPILLOMA OF CHOROID PLEXUS (OMIM:260500), PANCREATIC CANCER (OMIM:260350), LI-FRAUMENI SYNDROME 1 (OMIM:151623)"
"ATP6V0A2 (23545)","CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE II... (OMIM:219200), WRINKLY SKIN SYNDROME (OMIM:278250)"
"RD3 (343035)","LEBER CONGENITAL AMAUROSIS 12 (OMIM:610612)"
"TPI1 (7167)","TRIOSEPHOSPHATE ISOMERASE DEFICIENCY (OMIM:615512)"
"TPM1 (7168)","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 3 (OMIM:115196), CARDIOMYOPATHY, DILATED, 1Y (OMIM:611878)"
"TPM2 (7169)","ARTHROGRYPOSIS, DISTAL, TYPE 2B (OMIM:601680), NEMALINE MYOPATHY 4 (OMIM:609285), ARTHROGRYPOSIS, DISTAL, TYPE 1A (OMIM:108120)"
"TPM3 (7170)","MYOPATHY, CONGENITAL, WITH FIBER-TYPE DI... (OMIM:255310), NEMALINE MYOPATHY 1 (OMIM:609284)"
"TSPAN12 (23554)","EXUDATIVE VITREORETINOPATHY 5 (OMIM:613310)"
"PIGN (23556)","MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-... (OMIM:614080)"
"TPMT (7172)","THIOPURINE S-METHYLTRANSFERASE DEFICIENC... (OMIM:610460)"
"SLI2 (171014)","SPECIFIC LANGUAGE IMPAIRMENT 2 (OMIM:606712)"
"TPO (7173)","THYROID HORMONOGENESIS, GENETIC DEFECT I... (OMIM:274500)"
"SLI1 (171013)","SPECIFIC LANGUAGE IMPAIRMENT 1 (OMIM:606711)"
"CLDN14 (23562)","DEAFNESS, AUTOSOMAL RECESSIVE 29 (OMIM:614035)"
